id,Age,Attrition,BusinessTravel,DailyRate,Department,Education,JobRole,DistanceFromHome,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance
12823,62,No,Non-Travel,501,T,e,c,2,3,F,48,3,2,5,Divorced,8662,10776,4,Y,No,8,3,80,1
12824,44,Yes,Non-Travel,503,T,e,c,6,4,M,48,4,2,2,Divorced,10055,9959,1,Y,Yes,11,2,80,4
12825,38,No,Non-Travel,509,S,a,l,6,4,M,52,3,3,5,Married,9938,10210,1,Y,No,12,2,80,3
12826,43,No,Non-Travel,492,S,a,l,5,4,F,51,5,3,5,Divorced,10354,10949,2,Y,Yes,2,1,80,3
12827,28,Yes,Non-Travel,501,R,e,s,6,3,M,48,5,1,3,Single,11552,10676,2,Y,No,8,4,80,4
12828,49,Yes,Non-Travel,498,R,e,s,4,4,F,48,4,2,5,Married,11679,9918,5,Y,Yes,9,3,80,1
12829,34,No,Travel_Frequently,499,T,e,c,5,5,M,49,4,3,4,Married,10767,9730,3,Y,No,11,2,80,2
12830,35,No,Travel_Rarely,482,R,e,s,6,3,M,48,2,1,5,Married,11447,9716,4,Y,No,8,2,80,3
12831,32,Yes,Non-Travel,500,T,e,c,5,3,M,49,4,1,5,Single,9464,9617,4,Y,Yes,21,2,80,3
12832,35,No,Non-Travel,511,R,e,s,5,4,F,48,3,3,3,Divorced,9334,9679,4,Y,No,17,2,80,3
12833,30,No,Non-Travel,495,T,e,c,5,2,F,50,3,2,5,Single,10345,8349,2,N,No,14,2,80,3
12834,38,Yes,Non-Travel,512,S,a,l,2,4,M,50,3,2,4,Married,9308,11418,3,Y,Yes,5,2,80,2
12835,46,No,Non-Travel,480,T,e,c,9,2,F,51,4,1,5,Married,10433,9690,1,Y,No,16,4,80,4
12836,38,No,Non-Travel,500,S,a,l,7,2,M,52,3,3,4,Married,9603,11626,3,Y,No,9,1,80,1
12837,40,No,Travel_Rarely,496,T,e,c,1,2,F,49,4,3,4,Married,10059,11489,3,Y,No,11,3,107,2
12838,54,No,Travel_Frequently,511,S,a,l,3,2,M,48,4,1,2,Married,10329,10419,2,Y,No,8,3,80,3
12839,48,No,Non-Travel,492,S,a,l,6,4,F,50,3,3,5,Divorced,10486,10496,3,Y,Yes,12,2,80,2
12840,36,No,Non-Travel,492,R,e,s,9,4,M,51,3,2,5,Married,8940,9952,3,Y,No,15,3,80,3
12841,64,No,Travel_Rarely,498,T,e,c,4,4,M,46,4,2,4,Married,11909,10204,2,Y,No,0,4,80,2
12842,29,No,Non-Travel,480,R,e,s,3,4,F,47,4,2,5,Married,11230,8702,3,Y,No,12,4,80,3
12843,25,No,Non-Travel,509,S,a,l,5,3,M,53,2,1,2,Married,10104,9386,4,Y,No,8,3,80,1
12844,47,No,Non-Travel,508,S,a,l,5,2,M,50,2,2,4,Divorced,8968,10323,2,Y,No,17,1,80,3
12845,44,No,Non-Travel,499,R,e,s,4,4,M,44,4,3,5,Divorced,10833,10161,2,Y,Yes,23,1,80,3
12846,45,No,Non-Travel,506,R,e,s,4,3,M,48,4,2,5,Married,12351,12349,1,Y,No,8,2,80,1
12847,28,No,Travel_Rarely,484,R,e,s,2,3,F,48,3,2,4,Married,9951,10346,0,Y,No,16,3,80,2
12848,41,No,Travel_Frequently,505,R,e,s,5,4,M,51,3,3,5,Single,8611,12187,3,Y,No,7,2,80,1
12849,42,No,Non-Travel,508,R,e,s,6,3,M,49,4,3,5,Divorced,9279,8313,4,Y,Yes,10,3,80,4
12850,37,No,Travel_Rarely,496,S,a,l,4,2,F,50,3,1,5,Married,11149,10084,2,Y,Yes,7,2,80,3
12851,45,No,Travel_Frequently,495,S,a,l,5,4,F,53,3,3,4,Single,10085,10379,0,Y,No,7,2,80,1
12852,29,No,Non-Travel,494,R,e,s,6,2,F,54,3,3,3,Married,9675,9573,3,Y,No,21,3,80,3
12853,59,No,Non-Travel,483,T,e,c,6,2,F,49,4,1,5,Married,11090,9206,2,N,No,8,2,80,1
12854,36,No,Non-Travel,500,T,e,c,4,4,F,49,4,3,4,Married,8781,10344,2,N,Yes,9,2,80,1
12855,52,No,Travel_Frequently,510,T,e,c,5,4,F,46,2,3,3,Married,9244,8895,2,Y,No,0,4,80,1
12856,52,No,Non-Travel,511,T,e,c,5,5,M,50,4,3,5,Married,9821,8232,3,Y,Yes,16,3,80,3
12857,51,No,Non-Travel,499,R,e,s,4,4,M,54,3,1,3,Divorced,9892,9575,5,Y,No,9,3,80,1
12858,34,No,Non-Travel,499,T,e,c,3,3,F,48,2,1,2,Married,10280,7660,2,Y,No,6,1,80,3
12859,48,No,Non-Travel,507,R,e,s,2,2,F,51,4,2,2,Married,9179,10080,3,Y,No,19,3,80,3
12860,51,No,Non-Travel,498,T,e,c,8,3,F,51,4,3,5,Married,10685,10070,2,Y,No,7,4,80,4
12861,48,No,Non-Travel,500,T,e,c,6,2,M,51,4,3,4,Married,12416,9620,3,N,Yes,10,2,80,2
12862,40,Yes,Non-Travel,494,T,e,c,7,2,F,51,4,3,2,Single,8701,8327,4,Y,Yes,20,4,80,1
12863,35,No,Non-Travel,509,R,e,s,0,4,F,50,4,3,3,Married,9520,8282,2,Y,No,16,3,80,3
12864,40,No,Non-Travel,495,R,e,s,7,5,F,53,5,2,2,Divorced,9743,8716,2,N,Yes,4,1,80,2
12865,38,No,Non-Travel,521,R,e,s,2,3,M,46,3,3,2,Divorced,9921,10292,4,Y,No,9,2,80,1
12866,45,No,Non-Travel,494,S,a,l,2,4,M,49,4,3,5,Single,10242,12109,3,Y,Yes,12,3,80,1
12867,47,No,Travel_Rarely,507,R,e,s,3,4,M,51,5,3,2,Single,9582,10897,3,Y,Yes,13,4,80,3
12868,44,Yes,Non-Travel,492,T,e,c,1,4,F,49,2,3,2,Married,8888,9634,3,Y,Yes,15,3,80,3
12869,32,Yes,Non-Travel,508,R,e,s,8,4,F,51,4,3,5,Married,8752,9218,2,Y,No,10,4,80,3
12870,40,No,Non-Travel,476,T,e,c,8,5,F,47,4,2,5,Married,8975,10240,3,Y,Yes,5,2,80,3
12871,31,No,Non-Travel,512,S,a,l,5,4,M,51,4,2,4,Married,9141,9307,3,Y,No,8,2,80,2
12872,35,No,Non-Travel,503,S,a,l,5,3,M,48,5,3,4,Single,9889,8269,2,Y,No,6,2,80,2
12873,49,Yes,Non-Travel,498,S,a,l,5,4,F,50,2,3,4,Divorced,11147,8909,2,Y,No,11,4,80,2
12874,44,No,Non-Travel,500,S,a,l,6,3,M,48,4,1,4,Divorced,9510,8567,3,Y,No,5,3,80,2
12875,48,No,Non-Travel,495,S,a,l,4,3,M,51,2,1,5,Married,9293,9864,3,Y,Yes,16,1,80,4
12876,33,No,Non-Travel,521,R,e,s,2,5,M,48,4,2,3,Married,8686,11330,4,Y,No,7,2,80,1
12877,41,No,Non-Travel,500,S,a,l,3,4,F,50,5,1,5,Married,8865,9271,2,Y,No,16,2,80,1
12878,31,No,Non-Travel,495,S,a,l,2,4,M,46,3,2,3,Single,10210,8945,3,Y,No,8,3,80,3
12879,37,No,Non-Travel,495,S,a,l,3,4,M,49,3,3,4,Divorced,9479,10213,3,Y,No,11,2,80,3
12880,44,No,Non-Travel,501,R,e,s,2,4,F,51,5,3,4,Married,10931,11052,2,Y,Yes,10,2,80,3
12881,43,No,Non-Travel,500,T,e,c,6,4,F,47,3,3,3,Married,10410,10033,4,Y,No,5,3,80,4
12882,43,No,Travel_Rarely,503,S,a,l,5,3,F,48,2,2,5,Married,11943,9090,4,Y,No,6,1,80,2
12883,24,No,Non-Travel,488,R,e,s,4,4,M,47,2,3,5,Divorced,9201,9796,2,Y,No,8,2,80,2
12884,26,No,Travel_Frequently,506,T,e,c,5,5,M,48,3,3,5,Single,8845,10419,2,Y,No,12,3,80,3
12885,41,No,Non-Travel,508,T,e,c,4,4,F,51,4,1,4,Married,11431,11277,3,Y,No,6,2,80,2
12886,36,No,Travel_Frequently,503,S,a,l,5,3,M,47,4,2,5,Married,10296,11247,2,Y,No,8,3,80,2
12887,34,Yes,Non-Travel,504,R,e,s,5,4,M,48,2,3,5,Married,10895,10246,3,Y,Yes,17,1,80,4
12888,30,No,Non-Travel,497,T,e,c,6,2,F,50,3,1,4,Married,10548,8662,1,Y,No,10,2,80,3
12889,40,Yes,Non-Travel,500,R,e,s,4,4,M,50,2,2,4,Married,10458,10068,1,Y,Yes,12,2,80,2
12890,22,No,Travel_Rarely,485,S,a,l,7,2,M,49,4,2,4,Married,11656,10009,3,Y,No,5,3,80,2
12891,50,No,Non-Travel,507,T,e,c,7,2,M,54,2,3,3,Married,8760,11319,5,Y,No,3,3,80,1
12892,38,No,Non-Travel,502,R,e,s,6,3,M,45,5,3,3,Married,9525,8726,4,Y,No,16,4,80,2
12893,54,No,Non-Travel,475,T,e,c,8,4,M,51,3,1,3,Divorced,10008,10510,2,Y,Yes,1,3,80,3
12894,29,No,Non-Travel,499,S,a,l,7,4,M,51,4,1,5,Married,10901,8896,3,Y,No,0,2,80,3
12895,39,No,Non-Travel,500,T,e,c,5,4,F,49,4,3,3,Married,10200,9725,2,Y,Yes,13,2,80,4
12896,40,No,Non-Travel,493,S,a,l,6,4,M,49,4,3,2,Married,11907,11322,3,Y,Yes,15,3,80,3
12897,30,No,Non-Travel,487,S,a,l,1,4,M,53,4,1,3,Married,9147,10232,4,Y,No,11,3,80,2
12898,63,No,Non-Travel,503,T,e,c,5,5,M,49,4,3,5,Married,10507,10139,1,Y,No,14,2,80,3
12899,42,No,Non-Travel,499,T,e,c,5,2,F,51,3,2,4,Divorced,10869,10707,2,Y,No,14,2,80,3
12900,36,No,Non-Travel,510,T,e,c,3,3,M,49,4,3,5,Divorced,10349,10540,2,Y,No,13,1,80,2
12901,50,No,Travel_Rarely,494,S,a,l,2,4,M,48,2,2,5,Divorced,9977,9532,4,Y,No,7,2,80,1
12902,45,Yes,Non-Travel,490,S,a,l,7,5,F,49,2,3,3,Married,10975,8882,2,Y,Yes,11,2,80,3
12903,46,No,Non-Travel,494,T,e,c,6,4,F,52,4,1,4,Divorced,11410,7069,1,Y,Yes,6,1,80,1
12904,26,No,Non-Travel,518,S,a,l,5,4,M,51,4,2,3,Married,10598,9453,4,Y,No,5,1,80,3
12905,34,No,Non-Travel,509,T,e,c,1,2,M,49,2,3,5,Single,11496,9202,3,Y,No,11,2,80,2
12906,40,No,Non-Travel,494,T,e,c,6,4,F,49,3,2,5,Divorced,8216,10608,3,Y,No,7,4,80,2
12907,31,No,Non-Travel,498,R,e,s,3,3,F,50,5,2,4,Married,10725,11174,1,Y,Yes,18,3,80,3
12908,38,No,Non-Travel,496,T,e,c,3,4,M,47,3,3,2,Married,11556,8895,4,Y,No,9,1,80,1
12909,49,Yes,Non-Travel,488,T,e,c,4,4,F,50,2,2,4,Married,10092,10158,2,N,No,0,2,80,4
12910,42,No,Non-Travel,488,R,e,s,1,4,F,49,4,1,5,Married,9952,9084,3,N,Yes,6,3,80,3
12911,38,No,Travel_Frequently,510,S,a,l,5,2,M,50,3,3,4,Married,8040,9073,2,Y,No,14,3,80,2
12912,52,No,Non-Travel,509,S,a,l,3,4,F,50,4,1,3,Single,9726,10517,2,Y,Yes,2,3,80,3
12913,37,No,Non-Travel,494,S,a,l,4,3,F,50,4,3,3,Divorced,9930,10655,0,Y,No,7,3,80,2
12914,62,No,Travel_Frequently,495,S,a,l,7,5,M,52,3,2,5,Divorced,11059,9492,2,Y,No,8,3,80,2
12915,32,Yes,Non-Travel,500,S,a,l,4,3,F,51,2,2,4,Married,8377,9180,3,Y,Yes,2,3,80,1
12916,54,No,Non-Travel,509,S,a,l,3,4,F,52,4,3,5,Married,9538,9363,3,Y,No,9,2,80,1
12917,44,No,Non-Travel,484,S,a,l,3,3,F,48,4,2,2,Single,11256,8703,3,Y,No,9,2,80,1
12918,35,No,Non-Travel,503,T,e,c,5,3,M,48,3,3,4,Divorced,9983,9276,3,Y,Yes,10,4,80,1
12919,46,No,Non-Travel,494,R,e,s,2,4,M,50,3,3,2,Single,10474,11260,3,,No,11,2,80,3
12920,29,No,Non-Travel,481,S,a,l,4,5,F,52,3,2,2,Divorced,10364,9223,2,Y,No,11,1,80,3
12921,43,No,Non-Travel,504,R,e,s,2,4,M,50,3,3,5,Married,9520,10095,2,Y,No,11,2,80,2
12922,36,No,Non-Travel,497,S,a,l,1,5,F,52,4,2,2,Married,11211,11427,4,Y,Yes,4,3,80,3
12923,47,No,Non-Travel,513,S,a,l,3,2,F,50,4,2,4,Divorced,11097,10681,3,Y,Yes,12,1,80,1
12924,34,No,Travel_Rarely,484,S,a,l,8,5,M,48,3,1,4,Married,10180,11174,2,Y,Yes,8,2,80,1
12925,45,No,Non-Travel,507,S,a,l,1,2,M,51,4,3,4,Divorced,9788,11134,1,Y,No,2,2,80,1
12926,41,No,Non-Travel,513,R,e,s,5,3,F,52,4,1,2,Married,10025,10336,2,Y,Yes,3,1,80,2
12927,21,No,Non-Travel,482,R,e,s,1,4,M,46,3,1,2,Divorced,9873,8028,3,N,No,16,3,80,3
12928,17,No,Non-Travel,486,T,e,c,1,2,M,50,5,2,2,Married,8471,8893,2,Y,Yes,19,3,80,4
12929,41,No,Non-Travel,484,T,e,c,1,3,F,53,3,1,5,Married,9899,10471,3,Y,Yes,14,2,80,1
12930,55,Yes,Non-Travel,506,R,e,s,8,2,F,49,3,3,3,Divorced,9673,9394,1,Y,No,7,2,80,3
12931,35,No,Non-Travel,508,T,e,c,6,4,F,47,3,1,5,Single,9586,9173,2,Y,Yes,10,3,80,2
12932,37,No,Non-Travel,491,S,a,l,2,3,M,54,4,1,3,Divorced,10633,9846,2,Y,Yes,9,1,80,3
12933,31,No,Non-Travel,482,T,e,c,3,4,F,49,2,3,4,Single,11620,9487,3,Y,No,8,2,80,1
12934,38,No,Non-Travel,503,T,e,c,6,3,M,51,5,2,2,Married,11757,11313,3,Y,No,10,2,80,2
12935,33,No,Non-Travel,502,S,a,l,4,4,F,51,4,3,2,Married,10019,9064,2,Y,No,11,3,80,2
12936,44,No,Non-Travel,485,T,e,c,5,3,M,48,3,3,4,Divorced,11324,11118,3,Y,Yes,7,2,105,1
12937,43,No,Non-Travel,499,S,a,l,6,2,M,50,5,1,5,Married,8347,10383,3,Y,No,0,3,80,3
12938,47,No,Non-Travel,506,R,e,s,3,3,F,52,5,1,5,Married,8569,9133,2,Y,No,11,3,80,2
12939,43,No,Non-Travel,492,R,e,s,7,5,F,51,3,3,5,Married,9739,10009,2,Y,No,4,2,80,1
12940,36,No,Non-Travel,489,S,a,l,7,4,F,49,4,2,5,Single,10575,11746,4,Y,No,5,3,80,1
12941,50,No,Non-Travel,505,R,e,s,1,4,F,50,5,2,5,Single,9402,9238,2,Y,No,13,3,80,4
12942,38,No,Travel_Rarely,501,T,e,c,3,4,M,51,3,3,2,Married,9966,11390,4,Y,Yes,15,1,80,3
12943,39,No,Non-Travel,491,S,a,l,3,3,M,52,4,3,2,Married,9495,11887,5,N,No,5,1,80,3
12944,27,No,Non-Travel,524,S,a,l,1,3,M,50,4,3,5,Married,10346,11256,4,Y,Yes,11,1,80,3
12945,38,No,Non-Travel,502,S,a,l,2,4,F,47,4,1,5,Single,9545,10988,2,Y,No,7,3,80,3
12946,46,No,Non-Travel,482,T,e,c,6,3,F,53,3,3,2,Married,10852,10910,1,Y,No,13,3,80,3
12947,31,No,Travel_Frequently,498,S,a,l,6,3,F,49,2,3,2,Married,9866,9957,2,Y,No,17,2,80,1
12948,42,No,Non-Travel,503,T,e,c,0,4,M,47,2,3,5,Divorced,9042,8969,2,Y,No,6,1,80,1
12949,34,No,Non-Travel,495,R,e,s,6,5,M,46,3,2,5,Married,8191,8538,3,Y,No,11,2,80,2
12950,45,No,Non-Travel,496,R,e,s,3,3,M,51,4,1,5,Married,9376,9783,3,Y,Yes,19,2,80,2
12951,46,No,Non-Travel,494,R,e,s,4,4,F,54,4,1,4,Married,8557,10738,2,Y,No,12,3,80,3
12952,30,No,Travel_Frequently,499,T,e,c,7,5,M,51,2,3,4,Married,8373,10402,4,Y,No,9,2,80,3
12953,43,No,Non-Travel,492,R,e,s,3,4,M,48,5,1,5,Divorced,10976,9942,0,Y,No,6,1,80,2
12954,33,No,Travel_Frequently,498,R,e,s,4,4,M,53,3,2,4,Married,10053,10094,2,Y,No,0,4,80,1
12955,55,No,Non-Travel,484,S,a,l,4,3,F,52,3,3,4,Married,9919,8434,4,Y,Yes,8,2,80,2
12956,31,No,Travel_Rarely,501,T,e,c,7,2,F,49,4,3,5,Single,10285,10536,3,Y,No,7,3,80,1
12957,30,No,Non-Travel,501,T,e,c,3,4,M,48,4,3,4,Divorced,9473,11068,3,Y,No,5,2,80,4
12958,37,No,Non-Travel,489,T,e,c,6,2,M,48,2,1,3,Married,9373,8350,1,Y,No,13,2,80,2
12959,38,No,Travel_Frequently,495,S,a,l,4,4,F,48,4,2,3,Married,11186,7795,3,Y,Yes,16,2,80,3
12960,55,No,Non-Travel,511,T,e,c,4,3,F,50,2,1,5,Divorced,9500,9884,2,Y,Yes,6,2,80,3
12961,38,No,Non-Travel,501,R,e,s,5,3,M,50,4,2,3,Divorced,10917,9966,2,Y,No,8,2,80,2
12962,43,No,Travel_Frequently,484,R,e,s,6,2,M,46,5,3,3,Married,9987,10700,3,Y,No,6,4,80,3
12963,35,No,Travel_Frequently,510,R,e,s,1,4,M,53,4,1,2,Single,9109,10531,3,N,Yes,13,4,80,3
12964,43,No,Travel_Rarely,495,R,e,s,7,4,F,51,4,1,4,Married,11215,10001,2,Y,Yes,11,2,80,3
12965,57,No,Non-Travel,498,T,e,c,6,4,M,50,4,3,3,Divorced,11439,10722,3,Y,Yes,13,2,80,2
12966,46,No,Non-Travel,493,T,e,c,5,4,F,52,3,3,5,Married,9192,9954,3,Y,No,2,2,80,3
12967,41,No,Non-Travel,503,S,a,l,5,4,M,49,2,1,4,Married,10012,10514,4,Y,Yes,12,3,80,2
12968,56,No,Non-Travel,491,S,a,l,3,4,F,51,3,3,4,Married,9112,11104,4,Y,Yes,5,4,40,2
12969,38,No,Non-Travel,488,T,e,c,3,3,M,52,4,2,5,Single,9989,9711,4,Y,No,11,1,80,1
12970,39,No,Non-Travel,493,R,e,s,3,4,M,50,5,3,5,Married,10242,8458,3,Y,No,3,2,80,3
12971,31,No,Non-Travel,490,T,e,c,4,4,F,53,4,3,3,Married,9566,7330,3,Y,No,10,4,80,3
12972,35,No,Travel_Frequently,483,S,a,l,6,5,F,50,4,3,5,Divorced,11081,8068,2,Y,No,13,2,80,2
12973,55,No,Non-Travel,497,T,e,c,3,5,M,50,4,3,5,Single,10036,9155,2,Y,No,11,3,80,3
12974,43,No,Non-Travel,500,T,e,c,6,3,F,50,2,2,2,Single,8626,10701,3,Y,No,11,4,75,1
12975,50,No,Non-Travel,489,S,a,l,1,3,F,50,4,2,3,Married,10337,10330,4,Y,Yes,8,3,80,3
12976,45,No,Non-Travel,491,T,e,c,6,5,F,47,3,1,2,Married,10413,10833,4,Y,No,12,4,80,1
12977,42,No,Non-Travel,485,T,e,c,7,2,M,45,3,2,4,Married,9946,9876,2,Y,Yes,10,2,80,3
12978,38,No,Non-Travel,487,R,e,s,6,4,F,50,4,1,3,Married,10979,9583,3,Y,No,10,3,80,4
12979,35,No,Travel_Frequently,488,T,e,c,3,3,F,48,3,2,4,Married,9724,9636,4,Y,No,14,3,80,1
12980,42,No,Non-Travel,495,T,e,c,4,2,F,52,5,3,3,Married,11017,11684,2,Y,No,3,2,80,2
12981,29,No,Non-Travel,501,T,e,c,7,5,M,46,2,2,5,Married,9944,9230,3,Y,No,14,2,80,1
12982,46,No,Travel_Rarely,470,T,e,c,2,3,F,48,3,2,4,Divorced,10329,9207,2,Y,Yes,11,2,80,3
12983,29,No,Non-Travel,488,S,a,l,6,2,M,50,4,2,5,Divorced,11010,10661,3,Y,No,3,1,80,2
12984,55,Yes,Non-Travel,505,T,e,c,7,3,M,51,4,1,4,Divorced,9720,10772,2,Y,No,14,1,80,2
12985,45,No,Non-Travel,498,T,e,c,4,4,F,50,4,2,3,Married,9339,9551,3,N,No,3,1,80,3
12986,32,No,Non-Travel,502,R,e,s,3,4,M,54,3,3,3,Divorced,9233,9843,2,Y,Yes,8,2,80,2
12987,36,Yes,Non-Travel,494,S,a,l,7,4,F,50,3,2,5,Married,11129,9225,3,Y,Yes,13,4,40,3
12988,49,No,Non-Travel,496,S,a,l,2,2,F,47,4,2,4,Married,9450,8150,3,Y,Yes,4,3,80,4
12989,45,No,Non-Travel,486,S,a,l,7,2,M,52,2,2,5,Married,10851,10442,2,Y,No,6,3,80,2
12990,47,No,Non-Travel,493,S,a,l,2,2,M,44,2,1,3,Married,10073,11084,1,Y,No,5,3,80,1
12991,45,No,Non-Travel,505,R,e,s,3,3,M,49,3,2,3,Married,8818,8826,2,Y,No,0,2,80,3
12992,35,No,Non-Travel,492,S,a,l,7,3,M,47,2,1,3,Divorced,10214,10526,2,Y,No,12,1,80,2
12993,50,No,Travel_Rarely,485,R,e,s,1,5,F,47,3,3,2,Married,9737,9129,1,Y,No,4,2,80,2
12994,43,No,Non-Travel,494,T,e,c,3,4,M,51,2,2,5,Divorced,9309,10683,3,Y,No,17,3,80,2
12995,47,Yes,Non-Travel,520,R,e,s,3,3,F,50,2,2,3,Married,10189,8271,3,Y,Yes,0,2,80,3
12996,38,Yes,Travel_Rarely,486,S,a,l,2,4,M,49,2,3,4,Single,9333,10508,3,Y,No,7,1,80,2
12997,60,No,Non-Travel,507,T,e,c,5,4,F,51,4,3,5,Divorced,10570,10771,2,Y,No,6,1,80,3
12998,33,Yes,Non-Travel,507,S,a,l,2,3,M,50,4,1,4,Married,11145,10542,3,Y,No,14,2,80,3
12999,62,No,Non-Travel,492,S,a,l,6,5,F,50,2,1,2,Married,9975,9076,1,Y,No,6,3,80,4
13000,53,No,Non-Travel,509,S,a,l,5,3,F,47,4,1,5,Single,8638,10576,4,Y,Yes,7,4,80,3
13001,44,No,Non-Travel,484,R,e,s,6,5,F,51,4,3,4,Divorced,10744,10993,1,Y,No,12,4,80,3
13002,44,Yes,Non-Travel,504,T,e,c,5,2,M,50,2,3,3,Married,8760,8254,3,Y,No,9,2,80,3
13003,49,Yes,Non-Travel,495,R,e,s,4,2,M,50,2,2,5,Married,11087,10535,1,Y,Yes,7,3,80,1
13004,44,No,Non-Travel,485,R,e,s,5,2,F,48,2,3,3,Married,9261,8967,3,Y,No,11,2,80,2
13005,30,No,Travel_Frequently,504,T,e,c,5,3,F,51,2,2,4,Single,8119,7923,1,Y,Yes,12,2,80,3
13006,54,No,Non-Travel,505,S,a,l,3,3,M,47,3,2,4,Single,10513,8701,3,Y,No,10,2,80,2
13007,42,No,Non-Travel,492,S,a,l,3,4,F,49,2,2,3,Divorced,8900,10363,2,Y,No,6,2,80,4
13008,35,No,Non-Travel,490,S,a,l,4,3,F,51,2,1,3,Married,9652,10556,1,Y,No,6,3,80,3
13009,47,No,Travel_Frequently,489,R,e,s,3,2,F,48,3,1,3,Married,9575,10082,3,Y,Yes,17,2,80,2
13010,58,No,Non-Travel,490,T,e,c,7,2,F,43,3,3,5,Divorced,10298,9047,1,Y,No,7,2,80,3
13011,38,No,Non-Travel,488,S,a,l,2,3,M,48,2,1,5,Married,9427,9923,2,Y,Yes,15,2,80,3
13012,59,No,Non-Travel,494,S,a,l,2,4,F,46,3,3,5,Divorced,11390,10102,3,Y,Yes,9,1,80,2
13013,30,No,Non-Travel,491,R,e,s,6,2,F,50,5,3,2,Married,9980,10252,4,Y,No,8,2,80,2
13014,44,Yes,Non-Travel,502,S,a,l,4,3,M,47,4,1,2,Divorced,10431,8873,2,Y,Yes,9,3,80,1
13015,37,No,Non-Travel,510,S,a,l,0,3,F,51,3,3,4,Divorced,8218,9206,3,N,No,12,1,80,1
13016,38,No,Travel_Frequently,527,R,e,s,4,3,M,50,5,1,5,Single,11439,9920,2,N,No,10,1,80,2
13017,36,No,Non-Travel,499,R,e,s,3,2,F,54,4,2,2,Divorced,9364,7896,2,Y,Yes,21,1,80,2
13018,58,No,Travel_Frequently,516,R,e,s,4,4,F,47,2,2,3,Married,9534,9287,3,Y,Yes,13,2,80,3
13019,43,No,Non-Travel,498,T,e,c,5,4,M,46,4,2,5,Married,9659,8692,2,Y,No,12,2,80,2
13020,40,No,Non-Travel,503,T,e,c,6,2,F,53,5,3,3,Married,10752,9367,2,Y,No,13,2,80,1
13021,31,No,Travel_Frequently,490,T,e,c,8,2,M,46,4,2,4,Married,9127,9963,3,Y,No,8,2,80,4
13022,34,No,Non-Travel,505,S,a,l,3,3,F,50,2,1,4,Married,9774,9393,3,N,No,0,2,80,3
13023,46,No,Non-Travel,505,T,e,c,5,4,F,53,3,3,5,Single,8711,8430,2,Y,No,2,3,80,4
13024,38,No,Non-Travel,501,S,a,l,9,4,M,53,3,3,5,Married,10237,10133,1,Y,Yes,3,3,80,3
13025,47,No,Non-Travel,502,T,e,c,9,5,M,50,4,3,4,Married,11214,11643,1,Y,Yes,9,2,80,3
13026,38,No,Non-Travel,502,R,e,s,9,4,M,49,4,3,2,Married,8521,10491,3,Y,Yes,14,4,80,1
13027,36,No,Non-Travel,503,T,e,c,2,3,M,46,3,3,4,Married,8684,11179,2,Y,No,7,2,80,2
13028,36,No,Non-Travel,494,R,e,s,9,3,M,50,4,2,4,Single,9082,10921,4,Y,No,13,3,80,2
13029,50,No,Non-Travel,511,R,e,s,4,3,M,52,4,3,2,Divorced,10512,9394,3,Y,No,19,3,80,1
13030,43,No,Non-Travel,489,R,e,s,4,4,M,46,4,2,4,Married,8826,7757,1,Y,No,11,3,80,3
13031,29,No,Non-Travel,493,R,e,s,4,2,M,50,4,3,5,Married,10293,9582,4,Y,No,12,2,80,2
13032,32,No,Non-Travel,519,S,a,l,2,2,F,47,3,1,5,Single,9295,10294,1,Y,Yes,9,3,80,2
13033,35,No,Non-Travel,488,R,e,s,4,3,M,53,2,3,3,Married,12442,10129,1,Y,Yes,8,2,80,1
13034,39,No,Travel_Rarely,494,S,a,l,5,4,M,51,3,3,4,Single,10776,10164,1,Y,Yes,8,1,80,2
13035,27,No,Non-Travel,489,S,a,l,7,3,F,47,5,3,3,Divorced,8684,10520,4,Y,No,11,3,80,2
13036,55,No,Non-Travel,504,S,a,l,6,3,F,51,5,2,5,Married,8707,10060,3,N,Yes,15,2,80,1
13037,58,No,Non-Travel,490,T,e,c,1,5,F,48,3,1,3,Married,8807,10224,1,Y,No,18,2,80,3
13038,19,No,Non-Travel,493,R,e,s,3,3,M,51,2,2,4,Divorced,7725,9194,3,Y,No,6,1,80,1
13039,38,No,Non-Travel,493,S,a,l,8,3,F,50,2,2,4,Married,10923,11441,1,Y,No,10,3,80,3
13040,36,No,Non-Travel,497,S,a,l,3,3,F,48,3,2,3,Divorced,10146,11702,2,Y,Yes,12,3,80,2
13041,46,No,Non-Travel,492,S,a,l,6,4,M,48,3,3,2,Married,11194,8479,1,Y,Yes,5,2,80,1
13042,51,No,Non-Travel,484,T,e,c,3,3,F,50,2,1,5,Married,10132,8399,2,Y,No,10,4,80,3
13043,55,No,Non-Travel,499,S,a,l,8,2,M,48,4,1,4,Married,10182,9741,4,Y,Yes,11,1,80,3
13044,39,No,Non-Travel,487,R,e,s,5,4,F,47,2,1,4,Married,8657,9587,0,Y,No,12,2,80,1
13045,46,No,Non-Travel,501,S,a,l,4,4,F,50,2,3,4,Single,11657,10846,3,Y,No,9,2,80,2
13046,21,No,Non-Travel,476,S,a,l,3,3,F,47,3,2,4,Divorced,9121,9045,2,Y,Yes,3,2,80,3
